TIPO DE AVISO;Estado;Prioridad;Incidente;Estructura;Creacion;Inicio;Cierre
;CPRO;Año;1870716;19893153;2002-05-22 00:00:00;2003-12-30 00:00:00;2010-06-09 00:00:00
;CPRO;Semestre;1870715;19893263;2003-02-23 00:00:00;2003-12-30 00:00:00;2004-08-11 00:00:00
;CPRO;Año;1870714;19796694;2003-04-20 00:00:00;2003-12-30 00:00:00;2005-03-19 00:00:00
;INIC;Semestre;1870713;19892781;2002-10-03 00:00:00;2003-12-30 00:00:00;2005-03-19 00:00:00
;PROY;Very high;1870712;19798128;2000-04-14 00:00:00;2003-12-30 00:00:00;2005-03-19 00:00:00
;PROY;Año;1870710;19798129;2003-05-15 00:00:00;2003-12-30 00:00:00;2005-03-19 00:00:00
;CPRO;Semestre;1870708;19798977;2003-12-30 00:00:00;2003-12-30 00:00:00;2004-08-05 00:00:00
;INIC;Semestre;1822274;19866181;2005-06-17 00:00:00;2006-07-15 00:00:00;2007-03-03 00:00:00
;INIC;Very high;1862709;19866180;2004-04-03 00:00:00;2004-04-04 00:00:00;2004-12-18 00:00:00
;INIC ENPT;Tres años;2557705;19866180;2015-01-04 00:00:00;2015-01-04 00:00:00;2018-12-19 00:00:00
;INIC;Very high;1862708;19866179;2004-04-03 00:00:00;2004-04-04 00:00:00;2004-12-18 00:00:00
;INIC;Mes;1826145;19866179;2005-03-04 00:00:00;2005-03-04 00:00:00;2005-03-25 00:00:00
;INIC;Mes;1826145;19866179;2005-03-04 00:00:00;2005-03-04 00:00:00;2005-03-25 00:00:00
;INIC ENPT;Tres años;2557701;19866179;2015-01-04 00:00:00;2015-01-04 00:00:00;2018-12-13 00:00:00
;INIC;Mes;1870551;;2004-01-03 00:00:00;2006-06-21 00:00:00;2006-06-25 00:00:00
;INIC;Mes;1870470;;2004-01-03 00:00:00;2006-06-21 00:00:00;2006-06-25 00:00:00
;INIC;Mes;1870469;;2004-01-03 00:00:00;2008-02-08 00:00:00;2008-02-08 00:00:00
;INIC;Tres años;2557698;19866178;2015-01-04 00:00:00;2015-01-04 00:00:00;2018-09-07 00:00:00
;INIC;Mes;1870464;;2004-01-03 00:00:00;2004-01-03 00:00:00;2006-07-06 00:00:00
;INIC;Semana;1870385;19869318;2004-01-04 00:00:00;2004-01-09 00:00:00;2004-07-27 00:00:00
;INIC;Mes;1869907;19892988;2004-01-05 00:00:00;2004-01-05 00:00:00;2004-07-25 00:00:00
;COPE;Mes;1869904;19884118;2004-01-06 00:00:00;2004-06-16 00:00:00;2006-03-02 00:00:00
;COPE;Mes;1869904;19884118;2004-01-06 00:00:00;2004-05-21 00:00:00;2006-03-02 00:00:00
;INIC;Tres años;1869764;19872508;2002-02-28 00:00:00;2004-01-08 00:00:00;2005-04-02 00:00:00
;INIC;Semestre;1869554;19879154;2004-01-10 00:00:00;2004-01-10 00:00:00;2005-09-23 00:00:00
;INIC;Semestre;1869553;19879153;2004-01-10 00:00:00;2004-01-10 00:00:00;2005-09-23 00:00:00
;INIC;Semestre;1869552;19879152;2004-01-10 00:00:00;2004-01-10 00:00:00;2005-09-23 00:00:00
;INIC;Semestre;1869550;19879151;2004-01-10 00:00:00;2004-01-10 00:00:00;2005-09-23 00:00:00
;INIC;Semestre;1869549;19879150;2004-01-10 00:00:00;2004-01-10 00:00:00;2005-09-23 00:00:00
;INIC;Semestre;1869548;19879149;2004-01-10 00:00:00;2004-01-10 00:00:00;2005-09-23 00:00:00
;INIC;Mes;1869546;19863879;2004-01-10 00:00:00;2004-06-16 00:00:00;2004-08-14 00:00:00
;INIC;Semestre;1869545;19879187;2004-01-10 00:00:00;2004-01-10 00:00:00;2005-06-09 00:00:00
;INIC;Semestre;1869544;19879186;2004-01-10 00:00:00;2004-01-10 00:00:00;2005-06-09 00:00:00
;PROY;Semestre;1869543;19879185;2004-01-10 00:00:00;2004-01-10 00:00:00;2005-06-09 00:00:00
;PROY;Semestre;1869540;19893284;2004-01-10 00:00:00;2004-01-10 00:00:00;2004-09-03 00:00:00
;INIC;Semestre;1869539;19893283;2004-01-10 00:00:00;2004-01-10 00:00:00;2004-07-10 00:00:00
;INIC;Semestre;1869537;19893282;2004-01-10 00:00:00;2004-01-10 00:00:00;2004-07-10 00:00:00
;INIC;Semestre;1869501;19879184;2004-01-10 00:00:00;2004-01-10 00:00:00;2005-09-23 00:00:00
;INIC;Semestre;1869499;19879183;2004-01-10 00:00:00;2004-01-10 00:00:00;2005-09-23 00:00:00
;INIC;Semestre;1869498;19879182;2004-01-10 00:00:00;2004-01-10 00:00:00;2005-09-23 00:00:00
;INIC;Semestre;1869497;19879142;2004-01-10 00:00:00;2004-01-10 00:00:00;2005-06-09 00:00:00
;INIC;Semestre;1869496;19879141;2004-01-10 00:00:00;2004-01-10 00:00:00;2005-06-09 00:00:00
;INIC;Semestre;1869494;19879140;2004-01-10 00:00:00;2004-01-10 00:00:00;2005-06-09 00:00:00
;INIC;Semestre;1869355;19879148;2004-01-10 00:00:00;2004-01-11 00:00:00;2005-09-23 00:00:00
;INIC;Semestre;1869354;19879147;2004-01-10 00:00:00;2004-01-11 00:00:00;2005-09-23 00:00:00
;INIC;Semestre;1869353;19879146;2004-01-10 00:00:00;2004-01-11 00:00:00;2005-09-23 00:00:00
;INIC;Semestre;1869351;19879145;2004-01-10 00:00:00;2004-01-11 00:00:00;2005-09-23 00:00:00
;INIC;Semestre;1869350;19879144;2004-01-10 00:00:00;2004-01-11 00:00:00;2005-09-23 00:00:00
;INIC;Semestre;1869349;19879143;2004-01-10 00:00:00;2004-01-11 00:00:00;2005-09-23 00:00:00
;INIC;Año;1868926;19868892;2004-01-13 00:00:00;2004-02-22 00:00:00;2005-06-09 00:00:00
;INIC;Semana;1868924;19863729;2004-01-13 00:00:00;2004-01-13 00:00:00;2004-08-14 00:00:00
;INIC;Semestre;1868828;;2004-01-14 00:00:00;2004-01-14 00:00:00;2005-05-05 00:00:00
;PROY;Semana;1868624;19885032;2004-01-16 00:00:00;2004-01-16 00:00:00;2004-07-25 00:00:00
;PROY;Mes;1868614;19863680;2004-01-16 00:00:00;2004-05-15 00:00:00;2004-09-03 00:00:00
;PROY;Mes;1868550;19863670;2004-01-17 00:00:00;2004-05-15 00:00:00;2004-09-03 00:00:00
;PROY;Mes;1868547;19863681;2004-01-17 00:00:00;2004-04-30 00:00:00;2004-09-17 00:00:00
;INIC;Semestre;1868536;19868414;2004-01-17 00:00:00;2004-01-17 00:00:00;2005-04-19 00:00:00
;INIC;Semestre;1868075;19868542;2004-01-22 00:00:00;2004-01-22 00:00:00;2005-04-16 00:00:00
;INIC;Semestre;1868072;19868541;2004-01-22 00:00:00;2004-01-22 00:00:00;2005-04-16 00:00:00
;INIC;Semestre;1868071;19868540;2004-01-22 00:00:00;2004-01-22 00:00:00;2005-04-16 00:00:00
;PROY;Mes;1868035;19881132;2004-01-23 00:00:00;2004-01-23 00:00:00;2005-06-08 00:00:00
;INIC;Semestre;1867931;19875989;2004-01-24 00:00:00;2004-01-24 00:00:00;2004-07-25 00:00:00
;INIC;Semestre;1867931;19875989;2004-01-24 00:00:00;2004-02-14 00:00:00;2004-07-25 00:00:00
;INIC;Semestre;1867931;19875989;2004-01-24 00:00:00;2004-03-11 00:00:00;2004-07-25 00:00:00
;CPRO;Mes;1867831;19893015;2004-01-25 00:00:00;2004-01-25 00:00:00;2004-09-02 00:00:00
;INIC;Tres años;1867705;19798728;2004-01-29 00:00:00;2004-01-29 00:00:00;2004-08-05 00:00:00
;INIC;Tres años;1867705;19798728;2004-01-29 00:00:00;2004-01-29 00:00:00;2004-08-05 00:00:00
;INIC;Tres años;1867705;19798728;2004-01-29 00:00:00;2004-01-29 00:00:00;2004-08-05 00:00:00
;PROY;Mes;1867697;19873661;2004-01-29 00:00:00;2004-02-22 00:00:00;2004-07-25 00:00:00
;PROY;Mes;1867696;19873660;2004-01-29 00:00:00;2004-02-22 00:00:00;2004-07-25 00:00:00
;INIC;Año;1717010;19866177;2008-06-05 00:00:00;2008-06-05 00:00:00;2009-01-17 00:00:00
;INIC;Very high;1862707;19866176;2004-04-03 00:00:00;2004-04-04 00:00:00;2004-12-18 00:00:00
;INIC;Semana;1867529;19875120;2004-01-31 00:00:00;2004-02-07 00:00:00;2004-07-25 00:00:00
;INIC;Semana;1867529;19875120;2004-01-31 00:00:00;2004-02-14 00:00:00;2004-07-25 00:00:00
;INIC;Semestre;1867486;19875487;2004-02-01 00:00:00;2004-03-28 00:00:00;2004-08-05 00:00:00
;INIC;Año;1717007;19866176;2008-06-05 00:00:00;2008-06-05 00:00:00;2009-01-17 00:00:00
;INIC;Very high;1862706;19866175;2004-04-03 00:00:00;2004-04-04 00:00:00;2004-12-18 00:00:00
;INIC;Año;1717004;19866175;2008-06-05 00:00:00;2008-06-05 00:00:00;2009-01-17 00:00:00
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;2403093;19891957;2018-06-27 00:00:00;2018-07-07 00:00:00;
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;2403093;19891957;2018-06-27 00:00:00;2018-06-27 00:00:00;
;INIC;Año;1717001;19866174;2008-06-05 00:00:00;2008-06-05 00:00:00;2009-01-17 00:00:00
;INIC ENPT;Año;2557716;19866174;2015-01-04 00:00:00;2015-01-04 00:00:00;2016-10-06 00:00:00
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;2403113;19891943;2018-06-27 00:00:00;2018-06-27 00:00:00;
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;2403113;19891943;2018-06-27 00:00:00;2018-07-19 00:00:00;
;INIC;Very high;1862703;19866173;2004-04-03 00:00:00;2004-04-04 00:00:00;2004-12-18 00:00:00
;INIC;Año;1717000;19866173;2008-06-05 00:00:00;2008-06-05 00:00:00;2009-01-17 00:00:00
;COPE ENPT;Año;1663608;19866173;2009-10-01 00:00:00;2009-10-01 00:00:00;2011-10-06 00:00:00
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;2403094;19891941;2018-06-27 00:00:00;2018-07-07 00:00:00;
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;2403094;19891941;2018-06-27 00:00:00;2018-06-27 00:00:00;
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;2403095;19891938;2018-06-27 00:00:00;2018-08-02 00:00:00;
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;2403095;19891938;2018-06-27 00:00:00;2018-06-27 00:00:00;
;INIC;Semestre;1867452;19882697;2004-02-03 00:00:00;2004-02-03 00:00:00;2004-07-25 00:00:00
;CPRO;Año;1867361;19872794;2004-02-04 00:00:00;2004-03-18 00:00:00;2008-02-13 00:00:00
;CPRO;Año;1867360;19872793;2004-02-04 00:00:00;2004-03-18 00:00:00;2008-02-13 00:00:00
;CPRO;Año;1867359;19872792;2004-02-04 00:00:00;2004-03-18 00:00:00;2008-02-13 00:00:00
;INIC;Semana;1867330;19875988;2004-02-05 00:00:00;2004-02-12 00:00:00;2004-08-03 00:00:00
;INIC;Semana;1867327;19875987;2004-02-05 00:00:00;2004-02-14 00:00:00;2004-07-25 00:00:00
;INIC;Semana;1867326;19875986;2004-02-05 00:00:00;2004-02-12 00:00:00;2004-08-03 00:00:00
;INIC;Semana;1867127;19868819;2004-02-08 00:00:00;2004-02-08 00:00:00;2004-07-25 00:00:00
;INIC;Semana;1867109;19868818;2004-02-08 00:00:00;2004-02-08 00:00:00;2004-07-25 00:00:00
;INIC;Mes;1867102;;2004-02-10 00:00:00;2004-02-10 00:00:00;2004-07-25 00:00:00
;INIC;Mes;1866912;19798836;2004-02-15 00:00:00;2004-02-15 00:00:00;2010-06-09 00:00:00
;INIC;Semestre;1866910;19798854;2004-02-15 00:00:00;2004-02-15 00:00:00;2005-06-08 00:00:00
;INIC;Mes;1866795;19866481;2004-02-18 00:00:00;2004-02-18 00:00:00;2004-07-25 00:00:00
;INIC;Semestre;1866781;19798805;2004-02-18 00:00:00;2004-02-18 00:00:00;2010-06-09 00:00:00
;INIC;Semestre;1866780;19798816;2004-02-18 00:00:00;2004-02-18 00:00:00;2004-07-02 00:00:00
;INIC;Very high;1862702;19866172;2004-04-03 00:00:00;2004-04-04 00:00:00;2004-12-18 00:00:00
;INIC;Semestre;1866748;;2004-02-19 00:00:00;2004-04-11 00:00:00;2005-06-30 00:00:00
;INIC;Semana;1866735;19893162;2004-02-20 00:00:00;2004-02-20 00:00:00;2004-07-25 00:00:00
;INIC;Semana;1866735;19893162;2004-02-20 00:00:00;2004-03-02 00:00:00;2004-07-25 00:00:00
;CPRO;Semana;1866731;19863877;2004-02-20 00:00:00;2004-02-20 00:00:00;2004-08-14 00:00:00
;INIC;Semestre;1866724;19868545;2004-02-20 00:00:00;2004-02-20 00:00:00;2005-04-16 00:00:00
;INIC;Semestre;1866723;19868547;2004-02-20 00:00:00;2004-02-20 00:00:00;2005-04-16 00:00:00
;CPRO;Mes;1866668;;2004-02-21 00:00:00;2004-02-21 00:00:00;2006-04-09 00:00:00
;INIC;Semana;1866476;;2004-02-25 00:00:00;2004-02-29 00:00:00;2004-07-25 00:00:00
;PROY;Semestre;1866474;19893194;2004-02-25 00:00:00;2004-02-25 00:00:00;2006-01-20 00:00:00
;PROY;Semestre;1866470;19798897;2004-02-25 00:00:00;2004-02-25 00:00:00;2006-01-20 00:00:00
;INIC;Semestre;1866466;19798123;2004-02-25 00:00:00;2004-02-25 00:00:00;2004-08-11 00:00:00
;INIC;Semana;1866438;19893408;2004-02-26 00:00:00;2004-03-02 00:00:00;2004-07-25 00:00:00
;INIC;Año;1716997;19866172;2008-06-05 00:00:00;2008-06-05 00:00:00;2009-01-17 00:00:00
;INIC;Very high;1862701;19866171;2004-04-03 00:00:00;2004-04-04 00:00:00;2004-12-18 00:00:00
;INIC;Semestre;1866390;19875390;2004-02-27 00:00:00;2004-02-27 00:00:00;2006-11-08 00:00:00
;PROY;Semana;1866273;19885489;2004-02-28 00:00:00;2004-02-28 00:00:00;2010-06-09 00:00:00
;INIC;Semana;1866246;19892903;2004-02-29 00:00:00;2004-02-29 00:00:00;2004-07-25 00:00:00
;INIC;Semana;1866234;;2004-02-29 00:00:00;2004-03-27 00:00:00;2004-08-14 00:00:00
;PROY;Semestre;1866182;19893286;2004-02-29 00:00:00;2004-02-29 00:00:00;2005-10-05 00:00:00
;INIC;Semestre;1866163;19884219;2004-02-29 00:00:00;2004-02-29 00:00:00;2005-09-23 00:00:00
;INIC;Mes;1866153;19885489;2004-02-29 00:00:00;2004-02-29 00:00:00;2004-07-15 00:00:00
;INIC;Semana;1866149;19869318;2004-03-01 00:00:00;2004-03-14 00:00:00;2004-08-03 00:00:00
;INIC;Semestre;1866147;19884018;2004-03-01 00:00:00;2004-03-01 00:00:00;2005-06-09 00:00:00
;INIC;Semestre;1866146;19884030;2004-03-01 00:00:00;2004-03-01 00:00:00;2004-07-25 00:00:00
;INIC;Semestre;1866045;19892899;2004-03-03 00:00:00;2004-03-03 00:00:00;2005-06-09 00:00:00
;COPE;Semestre;1866039;;2004-03-03 00:00:00;2004-03-03 00:00:00;2008-05-12 00:00:00
;INIC;Semana;1866023;19798768;2004-03-04 00:00:00;2004-03-05 00:00:00;2004-07-25 00:00:00
;INIC;Semana;1865859;19885336;2004-03-05 00:00:00;2004-03-05 00:00:00;2004-07-25 00:00:00
;INIC;Semana;1865855;19885335;2004-03-05 00:00:00;2004-03-05 00:00:00;2004-07-25 00:00:00
;INIC;Semana;1865852;19885331;2004-03-05 00:00:00;2004-03-05 00:00:00;2004-07-25 00:00:00
;INIC;Semana;1865851;19885329;2004-03-05 00:00:00;2004-03-05 00:00:00;2004-07-25 00:00:00
;INIC;Mes;1826144;19866171;2005-03-04 00:00:00;2005-03-04 00:00:00;2005-03-25 00:00:00
;INIC;Mes;1826144;19866171;2005-03-04 00:00:00;2005-03-04 00:00:00;2005-03-25 00:00:00
;INIC;Mes;1864117;19884114;2004-03-07 00:00:00;2004-03-07 00:00:00;2005-07-02 00:00:00
;CPRO;Mes;1864009;19893105;2004-03-10 00:00:00;2004-03-10 00:00:00;2004-09-02 00:00:00
;PROY;Tres años;1863730;19798867;2004-03-14 00:00:00;2005-02-10 00:00:00;2005-02-10 00:00:00
;INIC;Semestre;1863708;;2004-03-16 00:00:00;2004-03-16 00:00:00;2005-06-10 00:00:00
;INIC;Año;1716995;19866171;2008-06-05 00:00:00;2008-06-05 00:00:00;2009-01-17 00:00:00
;INIC;Mes;1721693;19866170;2008-03-22 00:00:00;2008-03-22 00:00:00;2008-04-20 00:00:00
;COPE ENPT;Tres años;1663614;19866170;2009-10-01 00:00:00;2009-10-01 00:00:00;2011-10-09 00:00:00
;INIC;Very high;1862700;19866169;2004-04-03 00:00:00;2004-04-04 00:00:00;2004-12-18 00:00:00
;INIC;Very high;1862699;19866169;2004-04-03 00:00:00;2004-04-04 00:00:00;2004-12-18 00:00:00
;INIC;Very high;1862677;19866169;2004-04-03 00:00:00;2004-04-04 00:00:00;2004-12-18 00:00:00
;INIC;Tres años;1819828;19866169;2005-07-22 00:00:00;2005-07-22 00:00:00;2005-08-11 00:00:00
;INIC;Año;1755751;19866169;2007-07-26 00:00:00;2007-07-26 00:00:00;2008-10-08 00:00:00
;INIC;Mes;1718516;19866169;2008-05-17 00:00:00;2008-06-05 00:00:00;2008-06-05 00:00:00
;INIC;Semestre;1702744;19866169;2008-10-24 00:00:00;2008-10-24 00:00:00;2009-05-14 00:00:00
;INIC;Mes;1717018;19866168;2008-06-05 00:00:00;2008-06-05 00:00:00;2008-06-05 00:00:00
;INIC ENPT;Año;2555901;19866168;2015-01-18 00:00:00;2015-01-21 00:00:00;2015-08-09 00:00:00
;INIC;Año;1717015;19866167;2008-06-05 00:00:00;2008-06-05 00:00:00;2009-01-17 00:00:00
;INIC;Año;2555822;19866167;2015-01-18 00:00:00;2015-01-21 00:00:00;2016-06-18 00:00:00
;INIC ENPT;Tres años;2555809;19866167;2015-01-18 00:00:00;2015-01-21 00:00:00;2018-12-27 00:00:00
;INIC SCOR;;1749251;19866166;2007-09-15 00:00:00;2007-09-15 00:00:00;2008-10-24 00:00:00
;INIC EESP;Año;1653180;19866166;2009-12-16 00:00:00;2009-12-16 00:00:00;2010-08-23 00:00:00
;INIC SCOR;;1621380;19866166;2010-09-09 00:00:00;2010-09-14 00:00:00;2010-09-15 00:00:00
VEGETACIÓN;INIC ENPT GEAM TAMB;Dos años;2403099;19891937;2018-06-27 00:00:00;2018-07-19 00:00:00;
VEGETACIÓN;INIC ENPT GEAM TAMB;Dos años;2403099;19891937;2018-06-27 00:00:00;2018-06-27 00:00:00;
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;2403098;19891937;2018-06-27 00:00:00;2018-07-08 00:00:00;
;INIC;Año;1838183;19866165;2004-12-04 00:00:00;2005-02-06 00:00:00;2005-05-19 00:00:00
;INIC;Semana;1863494;19863586;2004-03-23 00:00:00;2004-03-23 00:00:00;2004-07-25 00:00:00
;INIC;Mes;1863244;;2004-03-27 00:00:00;2004-03-27 00:00:00;2004-11-10 00:00:00
;INIC;Mes;1863119;19880794;2003-12-02 00:00:00;2004-03-31 00:00:00;2004-10-10 00:00:00
;INIC;Mes;1863117;19880802;2003-12-02 00:00:00;2004-03-31 00:00:00;2004-07-25 00:00:00
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;2403098;19891937;2018-06-27 00:00:00;2018-06-27 00:00:00;
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;2403097;19891937;2018-06-27 00:00:00;2018-08-01 00:00:00;
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;2403097;19891937;2018-06-27 00:00:00;2018-06-27 00:00:00;
;INIC EESP;Mes;1678990;19866165;2009-04-30 00:00:00;2009-04-30 00:00:00;2009-09-19 00:00:00
;INIC ENPT EESP;Tres años;1653174;19866165;2009-12-16 00:00:00;2009-12-16 00:00:00;2010-09-15 00:00:00
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;2403096;19891937;2018-06-27 00:00:00;2018-06-27 00:00:00;
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;2403096;19891937;2018-06-27 00:00:00;2018-07-07 00:00:00;
;COPE ENPT;Semestre;1495686;19866165;2011-03-04 00:00:00;2011-03-04 00:00:00;2011-10-09 00:00:00
;COPE ENPT;Semestre;1495678;19866165;2011-03-04 00:00:00;2011-03-04 00:00:00;2014-07-30 00:00:00
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;2403105;19891935;2018-06-27 00:00:00;2018-07-28 00:00:00;
;INIC;Semestre;2380015;19866164;2019-01-11 00:00:00;2019-01-11 00:00:00;2019-02-10 00:00:00
;INIC;Seis años;1293560;19866164;2011-09-18 00:00:00;2011-09-21 00:00:00;2011-10-09 00:00:00
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;2403105;19891935;2018-06-27 00:00:00;2018-06-27 00:00:00;
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;2403104;19891935;2018-06-27 00:00:00;2018-06-27 00:00:00;
;INIC;Año;2555863;19866161;2015-01-18 00:00:00;2015-01-21 00:00:00;2016-06-18 00:00:00
;INIC;Mes;1862687;19876900;2004-04-04 00:00:00;2004-04-04 00:00:00;2005-04-19 00:00:00
;INIC;Año;2555804;19866161;2015-01-18 00:00:00;2015-01-21 00:00:00;2016-10-09 00:00:00
;INIC;Semestre;1862139;19892928;2004-04-14 00:00:00;2005-06-01 00:00:00;2005-06-09 00:00:00
;INIC;Semana;1862056;19863247;2004-04-15 00:00:00;2004-04-15 00:00:00;2004-07-02 00:00:00
;INIC;Semana;1862056;19863247;2004-04-15 00:00:00;2004-06-16 00:00:00;2004-07-02 00:00:00
;COPE;Semestre;1862047;19893013;2004-04-15 00:00:00;2004-04-15 00:00:00;2006-03-02 00:00:00
;CPRO;Semestre;1862044;19875326;2004-04-15 00:00:00;2004-04-15 00:00:00;2007-12-06 00:00:00
;INIC;Semana;1861732;19875890;2004-04-19 00:00:00;2004-04-30 00:00:00;2004-07-25 00:00:00
;PROY;Semana;1861731;19885489;2004-04-19 00:00:00;2004-04-20 00:00:00;2004-07-15 00:00:00
;CPRO;Tres años;1861606;;2004-03-03 00:00:00;2009-03-10 00:00:00;2009-03-10 00:00:00
;CPRO;Tres años;1861606;;2004-03-03 00:00:00;2009-03-10 00:00:00;2009-03-10 00:00:00
;CPRO;Tres años;1861606;;2004-03-03 00:00:00;2009-03-10 00:00:00;2009-03-10 00:00:00
;INIC;Semestre;1861532;19892844;2004-04-23 00:00:00;2004-09-09 00:00:00;2004-09-11 00:00:00
;INIC;Semestre;1861531;19796687;2004-04-23 00:00:00;2004-09-09 00:00:00;2004-09-11 00:00:00
;INIC;Very high;1861506;;2004-04-24 00:00:00;2004-04-24 00:00:00;2004-07-25 00:00:00
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;2403104;19891935;2018-06-27 00:00:00;2018-08-01 00:00:00;
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;2403102;19891935;2018-06-27 00:00:00;2018-08-04 00:00:00;
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;2403102;19891935;2018-06-27 00:00:00;2018-06-27 00:00:00;
;INIC;Semana;1861432;19863720;2004-04-25 00:00:00;2004-06-13 00:00:00;2005-11-09 00:00:00
;INIC ENPT CO19;Año;2555958;19866157;2015-01-18 00:00:00;2015-01-18 00:00:00;2016-10-09 00:00:00
;INIC ENPT CO19;Año;2555958;19866157;2015-01-18 00:00:00;2015-01-18 00:00:00;2016-10-09 00:00:00
;INIC ENPT;Tres años;2555798;19866157;2015-01-18 00:00:00;2015-01-21 00:00:00;2018-09-07 00:00:00
;INIC;Tres años;1861409;19885548;2004-03-04 00:00:00;2004-04-25 00:00:00;2004-08-08 00:00:00
;INIC;Tres años;1861409;19885548;2004-03-04 00:00:00;2004-08-08 00:00:00;2004-08-08 00:00:00
;INIC;Semestre;1861272;19893007;2004-04-26 00:00:00;2004-04-26 00:00:00;2006-08-13 00:00:00
;INIC;Semestre;1861272;19893007;2004-04-26 00:00:00;2004-04-26 00:00:00;2006-08-13 00:00:00
;INIC;Semestre;1861271;19879887;2004-04-26 00:00:00;2004-04-26 00:00:00;2004-09-01 00:00:00
;PROY;Semestre;1861262;19797402;2004-04-27 00:00:00;2004-05-30 00:00:00;2004-09-11 00:00:00
;INIC;Semana;1861226;19875890;2004-04-28 00:00:00;2004-05-30 00:00:00;2004-07-25 00:00:00
;INIC;Semana;1861226;19875890;2004-04-28 00:00:00;2004-04-28 00:00:00;2004-07-25 00:00:00
;INIC;Semana;1861226;19875890;2004-04-28 00:00:00;2004-04-28 00:00:00;2004-07-25 00:00:00
;PROY;Semana;1860972;19875120;2004-04-30 00:00:00;2004-05-06 00:00:00;2004-10-08 00:00:00
;INIC;Mes;1860922;19798959;2004-05-02 00:00:00;2004-05-02 00:00:00;2004-07-07 00:00:00
;PROY;Semana;1860920;19869390;2004-05-02 00:00:00;2004-05-02 00:00:00;2004-07-25 00:00:00
;COPE ENPT;Tres años;1067559;19866156;2012-12-28 00:00:00;2012-12-28 00:00:00;2013-03-20 00:00:00
;INIC;Very high;1860810;;2004-05-05 00:00:00;2004-12-18 00:00:00;2005-09-11 00:00:00
;INIC;Very high;1860805;;2004-05-05 00:00:00;2004-12-18 00:00:00;2005-09-11 00:00:00
;INIC;Very high;1860798;;2004-05-05 00:00:00;2004-11-18 00:00:00;2004-12-18 00:00:00
;INIC;Very high;1860797;;2004-05-05 00:00:00;2004-11-18 00:00:00;2004-12-18 00:00:00
;INIC ENPT;Tres años;2555794;19866155;2015-01-18 00:00:00;2015-01-21 00:00:00;2018-09-07 00:00:00
;COPE ENPT;Tres años;1656255;19866154;2009-11-21 00:00:00;2009-11-21 00:00:00;2011-10-12 00:00:00
;INIC ENPT;Tres años;2555772;19866154;2015-01-18 00:00:00;2015-01-21 00:00:00;2018-12-28 00:00:00
;INIC;Very high;1860793;;2004-05-05 00:00:00;2004-12-18 00:00:00;2005-09-11 00:00:00
;INIC;Very high;1860792;;2004-05-05 00:00:00;2004-12-18 00:00:00;2005-09-11 00:00:00
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;2403101;19891935;2018-06-27 00:00:00;2018-08-01 00:00:00;
;INIC;Año;2555845;19866152;2015-01-18 00:00:00;2015-01-21 00:00:00;2016-10-08 00:00:00
;COPE ENPT;Tres años;1067558;19866152;2012-12-28 00:00:00;2012-12-28 00:00:00;2013-03-20 00:00:00
;COPE ENPT;Tres años;1067558;19866152;2012-12-28 00:00:00;2012-12-28 00:00:00;2013-03-20 00:00:00
;INIC;Año;2555839;19866151;2015-01-18 00:00:00;2015-01-21 00:00:00;2016-10-08 00:00:00
;INIC ENPT;Tres años;2555954;19866150;2015-01-18 00:00:00;2015-01-18 00:00:00;2018-12-28 00:00:00
;INIC;Very high;1860786;;2004-05-05 00:00:00;2004-12-18 00:00:00;2005-09-11 00:00:00
;INIC ENPT;Año;2555897;19866150;2015-01-18 00:00:00;2015-01-21 00:00:00;2015-08-09 00:00:00
;INIC;Semana;1860784;19875982;2004-05-06 00:00:00;2004-05-08 00:00:00;2004-07-25 00:00:00
;INIC;Mes;1860770;19797720;2004-05-06 00:00:00;2004-05-06 00:00:00;2004-07-02 00:00:00
;INIC;Semana;1860759;19892982;2004-05-06 00:00:00;2005-06-23 00:00:00;2005-07-06 00:00:00
;INIC;Semana;1860758;19863718;2004-05-06 00:00:00;2004-05-06 00:00:00;2004-08-14 00:00:00
;INIC;Semana;1860757;19875987;2004-05-06 00:00:00;2004-05-12 00:00:00;2004-07-25 00:00:00
;INIC;Mes;1860618;19881222;2004-05-07 00:00:00;2004-05-07 00:00:00;2004-07-10 00:00:00
